Employee_ID,First_Name,Last_Name,Full_Name,Email,Phone,Gender,Age,Department,Job_Title,Location,Joining_Date,Years_Experience,Annual_Salary_INR,Performance_Rating,Is_Active
1530,Swati,Verma,Swati Verma,swati.verma@company.in,+91-8159374355,Female,44,Marketing,BI Developer,Hyderabad,2022-11-06,27,1642474,Good,False
1586,Ravi,Joshi,Ravi Joshi,ravi.joshi@company.in,+91-8866407741,Female,23,IT,HR Executive,Delhi,2018-04-08,9,541536,Average,False
1519,Aakash,Iyer,Aakash Iyer,aakash.iyer@gmail.com,+91-8640665603,Female,44,Operations,Sql Developer,Not specified,2022-11-05,14,981088,Good,True
1357,Vikram,Joshi,Vikram Joshi,vikram.joshi@company.in,+91-7872567668,Female,58,Sales,SQL Developer,Bombay,2019-08-26,3,1596302,Poor,False
1058,pooja,rao,pooja rao,pooja.rao@company.in,+91-8729212054,Female,34,IT,Finance Analyst,Not specified,2023-06-16,15,1746217,High Performer,False
1511,Aakash,Gupta,Aakash Gupta,aakash.gupta@outlook.com,+91-9380781824,Female,53,Marketing,SENIOR ANALYST,MUMBAI,2020-06-02,14,484821,High Performer,True
1666,Unknown,Unknown,Unknown,Not specified,918301389619,Female,33,Finance,Not specified,hyderabad,2019-08-07,17,522011,Average,False
1188,Ravi,Mishra,Ravi Mishra,ravi.mishra@gmail.com,+91-8463252622,Female,27,Sales,SQL Developer,chennai,2000-01-01,17,1534952,Average,True
1064,Ravi,Verma,Ravi Verma,ravi.verma@outlook.com,+91-6970172879,Unknown,40,IT,Sql Developer,Delhi,2019-02-24,8,464934,Average,True
1429,kiran,kumar,kiran kumar,kiran.kumar@outlook.com,+91-6394955891,Male,40,Finance,Data Engineer,Hyderabad,2022-08-31,19,950692,Average,True
1619,Pooja,Patel,Pooja Patel,pooja.patel@hotmail.com,+91-8483321097,Male,43,Human Resources,HR Executive,bangalore,2000-01-01,4,764670,Good,True
1520,Ananya,Mehta,Ananya Mehta,ananya.mehta@gmail.com,XXXXXXXXXX,Male,34,Operations,BI Developer,Chennai,2020-12-30,21,652599,Average,False
1592,Aakash,Kumar,Aakash Kumar,aakash.kumar@hotmail.com,+91-7491712941,Female,43,IT,SQL Developer,Mumbai,2023-03-15,14,-5000,Good,True
1720,AAKASH,SHARMA,AAKASH SHARMA,aakash.sharma@company.in,+91-8798329306,Unknown,42,Finance,Data Analyst,Bangalore,2000-01-01,21,706645,Not Rated,False
1391,swati,nair,swati nair,swati.nair@gmail.com,+91-8167410280,Male,40,Human Resources,BI Developer,Bombay,2000-01-01,8,1032693,Excellent,False
1368,Neha,Reddy,Neha Reddy,neha.reddy@hotmail.com,+91-7859336382,Male,31,Operations,Finance Analyst,Pune,2021-09-28,9,1653592,Average,True
1541,Sneha,Mishra,Sneha Mishra,sneha.mishra@outlook.com,+91-7345840745,Male,55,Finance,Data Engineer,Bombay,2023-02-18,22,795491,Excellent,True
1481,Swati,Mishra,Swati Mishra,swati.mishra@hotmail.com,+91-7727869461,Male,26,Sales,Finance Analyst,Not specified,2018-06-03,1,63550,Good,True
1705,ANANYA,GUPTA,ANANYA GUPTA,ananya.gupta@hotmail.com,+91-8213493993,Male,47,Human Resources,HR Executive,hyderabad,2022-09-04,30,1563322,Excellent,True
1113,Kiran,Kumar,Kiran Kumar,kiran.kumar@hotmail.com,+91-9278959330,Female,43,Finance,Finance Analyst,Pune,2021-01-08,14,1674702,Good,True
1349,Arjun,Pillai,Arjun Pillai,arjun.pillai@company.in,+91-9783421979,Male,30,Finance,Not specified,Bombay,2000-01-01,8,50,Good,True
1232,Suresh,Mehta,Suresh Mehta,suresh.mehta@yahoo.com,Unknown,Female,49,Human Resources,Finance Analyst,Not specified,2023-01-06,29,1482238,Excellent,False
1221,Rahul,Mishra,Rahul Mishra,rahul.mishra@gmail.com,+91-6801178627,Male,53,IT,Manager,Pune,2018-07-29,27,1241422,Excellent,True
1069,Swati,Joshi,Swati Joshi,swati.joshi@outlook.com,+91-6914625337,Male,33,Finance,BI Developer,chennai,2019-06-19,9,1483825,Not Rated,True
1542,Aakash,Iyer,Aakash Iyer,aakash.iyergmail.com,+91-9538657911,Male,57,IT,Finance Analyst,Chennai,2018-12-18,20,1609717,Excellent,False
1539,Neha,Gupta,Neha Gupta,neha.gupta@outlook.com,+91-8007018111,Male,44,IT,SQL Developer,Bengaluru,2000-01-01,12,1615370,Excellent,False
1264,Divya,Mehta,Divya Mehta,divya.mehta@company.in,+91-8739872850,Unknown,33,Human Resources,HR Executive,hyderabad,2000-01-01,22,1222249,Not Rated,False
1634,Sneha,Kumar,Sneha Kumar,Not specified,+91-8638923659,Female,40,IT,Data Analyst,Bengaluru,2019-04-24,5,50,Good,True
1161,Rahul,Kumar,Rahul Kumar,rahul.kumar@outlook.com,+91-9894830212,Unknown,22,Finance,BI Developer,chennai,2022-11-10,19,876032,Good,True
1691,Suresh,Patel,Suresh Patel,suresh.patel@hotmail.com,+91-8431451603,Male,58,Operations,SQL Developer,chennai,2022-11-27,5,1038076,Excellent,False
1701,Rahul,Rao,Rahul Rao,Not specified,+91-6257189761,Unknown,58,Human Resources,Sql Developer,chennai,2022-01-12,30,950972,Average,False
1675,Ravi,Nair,Ravi Nair,ravi.nair@outlook.com,+91-7564547781,Female,40,Marketing,Senior Analyst,Delhi,2022-10-03,29,378868,High Performer,False
1093,Suresh,Joshi,Suresh Joshi,suresh.joshi@yahoo.com,+91-7032398249,Female,36,IT,Data Engineer,Bangalore,2021-01-18,1,9999999,Average,False
1596,Unknown,Unknown,Unknown,employee202@gmail.com,+91-8943369572,Unknown,28,IT,Manager,hyderabad,2020-04-16,16,-5000,Good,True
1049,Ravi,Iyer,Ravi Iyer,ravi.iyer@company.in,+91-9625476370,Male,31,Marketing,Data Analyst,bangalore,2019-11-25,15,1363398,Average,False
1740,Arjun,Mehta,Arjun Mehta,Not specified,+91-7368604973,Female,26,IT,Manager,chennai,2000-01-01,5,1517038,Good,True
1776,Meera,Mehta,Meera Mehta,meera.mehta@hotmail.com,+91-9913307055,Female,42,Sales,Finance Analyst,Chennai,2023-05-20,14,386030,Good,True
1295,MEERA,RAO,MEERA RAO,meera.rao@gmail.com,Unknown,Unknown,27,Operations,HR Executive,Chennai,2020-10-06,11,1498850,Not Rated,True
1398,Rahul,Iyer,Rahul Iyer,rahul.iyer@gmail.com,+91-7146476046,Male,43,Marketing,Sql Developer,Delhi,2020-04-04,7,974290,Excellent,False
1323,Unknown,Unknown,Unknown,employee208@hotmail.com,+91-8774732090,Male,38,Sales,HR Executive,Hyderabad,2000-01-01,16,1351443,Good,True
1405,Ravi,Reddy,Ravi Reddy,ravi.reddy@gmail.com,+91-8950019339,Male,26,Human Resources,Senior Analyst,Delhi,2021-12-04,1,429758,High Performer,True
1132,Kiran,Mishra,Kiran Mishra,kiran.mishra@outlook.com,+91-7743180954,Female,28,Sales,SENIOR ANALYST,Delhi,2000-01-01,28,1020241,Poor,True
1104,Suresh,Reddy,Suresh Reddy,suresh.reddy@outlook.com,+91-6644082961,Male,25,Finance,Data Engineer,bangalore,2019-04-29,26,476851,Good,False
1773,meera,pillai,meera pillai,meera.pillai@company.in,+91-7054786446,Female,48,Finance,Manager,Not specified,2020-11-27,30,661882,Excellent,False
1010,Aakash,Sharma,Aakash Sharma,aakash.sharma@yahoo.com,+91-7333761598,Male,48,Sales,data analyst,Chennai,2022-10-28,8,1027322,Not Rated,True
1712,Sneha,Gupta,Sneha Gupta,sneha.gupta@hotmail.com,+91-8404430111,Unknown,46,Sales,data analyst,MUMBAI,2020-01-18,10,1221534,Excellent,True
1545,Rahul,Reddy,Rahul Reddy,rahul.reddy@yahoo.com,+91-7812558340,Male,46,Finance,Finance Analyst,Delhi,2020-02-10,21,1578854,Average,True
1090,Aakash,Rao,Aakash Rao,aakash.rao@gmail,+91-6158929824,Female,52,Human Resources,Data Analyst,bangalore,2018-06-22,23,1081927,Good,True
1023,Ravi,Patel,Ravi Patel,ravi.patel@hotmail.com,+91-7171288962,Unknown,58,Sales,Finance Analyst,Chennai,2019-01-05,30,1112471,High Performer,False
1372,Aakash,Iyer,Aakash Iyer,aakash.iyer@hotmail.com,919391606121,Female,36,IT,Senior Analyst,hyderabad,2021-07-12,27,1009607,Average,True
1584,Neha,Nair,Neha Nair,neha.nair@hotmail.com,+91-8086675353,Female,26,IT,Manager,MUMBAI,2019-11-03,7,409818,Excellent,False
1364,aakash,patel,aakash patel,aakash.patel@gmail.com,+91-6237628826,Female,24,Human Resources,Manager,Hyderabad,2018-06-26,18,1657497,Excellent,True
1321,Swati,Mehta,Swati Mehta,swati.mehta@outlook.com,+91-6360474643,Female,42,IT,BI Developer,Bombay,2021-10-22,9,991411,Excellent,True
1242,Aakash,Sharma,Aakash Sharma,aakash.sharma@gmail.com,+91-7279810812,Male,28,Marketing,Data Engineer,Bangalore,2018-01-31,10,118916,Excellent,False
1689,Neha,Singh,Neha Singh,neha.singh@outlook.com,+91-9867939656,Female,40,Finance,data analyst,Bangalore,2000-01-01,4,828473,Excellent,True
1402,Aakash,Iyer,Aakash Iyer,aakash.iyer@gmail.com,+91-9851611772,Male,32,Human Resources,SQL Developer,chennai,2023-04-04,4,1676914,Not Rated,False
1074,Ravi,Mishra,Ravi Mishra,ravi.mishra@outlook.com,+91-8823642917,Female,57,Operations,Data Analyst,Mumbai,2021-11-07,21,1563955,Good,True
1127,Ananya,Sharma,Ananya Sharma,Not specified,+91-7704651250,Unknown,27,Operations,Senior Analyst,Chennai,2020-04-09,27,999110,Excellent,True
1178,Arjun,Iyer,Arjun Iyer,arjun.iyer@hotmail.com,+91-9110563270,Female,52,Sales,SQL Developer,hyderabad,2022-09-02,22,116980,Average,False
1338,Arjun,Mehta,Arjun Mehta,arjun.mehtagmail.com,+91-7013789043,Female,49,Sales,Not specified,Hyderabad,2020-12-06,16,1033627,Good,True
1278,Rahul,Gupta,Rahul Gupta,rahul.gupta@outlook.com,867-9812402,Female,32,Human Resources,Not specified,Chennai,2018-05-29,13,1675846,Not Rated,True
1211,Sneha,Joshi,Sneha Joshi,sneha.joshi@company.in,+91-6387615589,Female,49,Sales,data analyst,bangalore,2019-11-02,24,1121995,Good,True
1548,Aakash,Pillai,Aakash Pillai,invalid-email,+91-6525174990,Female,28,Human Resources,Data Engineer,hyderabad,2000-01-01,29,1786532,Not Rated,False
1613,Rahul,Singh,Rahul Singh,rahul.singh@yahoo.com,+91-7346087107,Female,34,Finance,Data Analyst,MUMBAI,2022-03-27,5,949240,Good,True
1303,Neha,Rao,Neha Rao,Not specified,+91-8509661989,Male,57,Operations,Data Analyst,Bombay,2021-02-15,17,1649503,Good,True
1612,Priya,Pillai,Priya Pillai,priya.pillai@outlook.com,+91-9461063355,Male,56,Marketing,data analyst,Bangalore,2019-04-27,23,568002,Poor,False
1273,Sneha,Verma,Sneha Verma,sneha.verma@company.in,+91-7013346322,Female,40,Marketing,BI Developer,Bangalore,2021-06-30,10,1737418,Excellent,True
1516,Suresh,Singh,Suresh Singh,suresh.singh@outlook.com,+91-6936338890,Male,28,Finance,Sql Developer,Bengaluru,2022-05-24,4,495985,High Performer,True
1090,Kiran,Reddy,Kiran Reddy,kiran.reddy@outlook.com,+91-6752281823,Unknown,40,IT,data analyst,MUMBAI,2023-05-06,24,1187947,Good,False
1412,Vikram,Patel,Vikram Patel,vikram.patel@yahoo.com,+91-7179171816,Male,53,Finance,Manager,bangalore,2018-09-17,13,338232,Average,True
1160,Vikram,Joshi,Vikram Joshi,vikram.joshi@outlook.com,+91-7092235611,Male,45,Sales,Data Analyst,Bombay,2022-10-09,9,678038,Average,True
1643,Arjun,Joshi,Arjun Joshi,arjun.joshi@hotmail.com,+91-6240197763,Female,40,IT,Finance Analyst,Mumbai,2022-06-24,29,1016664,Average,True
1424,Rahul,Mishra,Rahul Mishra,Not specified,+91-7609345646,Unknown,52,Human Resources,HR Executive,Chennai,2023-05-03,20,1319784,Poor,True
1630,Ravi,Singh,Ravi Singh,ravi.singh@outlook.com,+91-6485165310,Unknown,23,Operations,Manager,Bombay,2021-09-18,8,588495,Not Rated,False
1791,Divya,Mishra,Divya Mishra,divya.mishra@hotmail.com,+91-7820126903,Female,40,Sales,SENIOR ANALYST,Chennai,2023-06-20,6,920320,High Performer,True
1297,Swati,Sharma,Swati Sharma,swati.sharma@outlook.com,+91-7058050956,Unknown,52,Human Resources,Finance Analyst,Chennai,2020-11-05,5,512107,Average,True
1506,Kiran,Singh,Kiran Singh,kiran.singh@company.in,+91-9777138293,Female,41,IT,Manager,Delhi,2021-08-20,14,1431981,Not Rated,True
1728,Rahul,Gupta,Rahul Gupta,rahul.gupta@gmail.com,+91-6622390281,Male,52,Human Resources,SENIOR ANALYST,Bangalore,2019-09-03,19,1404216,High Performer,False
1235,Suresh,Iyer,Suresh Iyer,suresh.iyer@yahoo.com,+91-9073784537,Unknown,38,IT,Manager,Hyderabad,2022-09-29,18,1027322,Excellent,True
1590,Meera,Joshi,Meera Joshi,meera.joshi@gmail.com,+91-7323586087,Unknown,56,Human Resources,Data Engineer,Pune,2021-08-18,19,1596105,Excellent,False
1512,Priya,Kumar,Priya Kumar,priya.kumar@yahoo.com,Unknown,Unknown,45,Finance,Manager,Hyderabad,2019-08-04,21,1090038,Average,True
1751,Kiran,Reddy,Kiran Reddy,kiran.reddy@hotmail.com,+91-9614098856,Female,45,Finance,Data Analyst,chennai,2000-01-01,14,679261,Not Rated,True
1121,Ananya,Mishra,Ananya Mishra,ananya.mishra@company.in,+91-9431426844,Female,24,IT,data analyst,hyderabad,2023-05-26,14,1610175,Not Rated,False
1601,Neha,Joshi,Neha Joshi,neha.joshi@gmail.com,+91-8966458557,Female,51,IT,SENIOR ANALYST,Bangalore,2000-01-01,27,647160,Average,True
1194,Meera,Mishra,Meera Mishra,meera.mishra@hotmail.com,+91-8884494006,Unknown,39,Finance,Senior Analyst,Pune,2018-07-07,22,391629,Excellent,False
1196,Kiran,Pillai,Kiran Pillai,kiran.pillai@hotmail.com,+91-8373948273,Female,31,Sales,Finance Analyst,Bengaluru,2023-03-07,5,1718435,Excellent,False
1348,Divya,Reddy,Divya Reddy,divya.reddy@hotmail.com,+91-8744265294,Male,28,Marketing,Finance Analyst,chennai,2019-04-27,15,1231552,Not Rated,True
1480,Kiran,Nair,Kiran Nair,kiran.nair@outlook.com,+91-7558450763,Female,44,Operations,HR Executive,bangalore,2020-07-05,5,1241470,High Performer,False
1011,Unknown,Unknown,Unknown,employee257@hotmail.com,+91-8943119201,Female,48,Human Resources,data analyst,Chennai,2020-09-05,1,801572,Poor,True
1527,MEERA,MISHRA,MEERA MISHRA,meera.mishra@yahoo.com,917015252510,Male,36,Human Resources,Data Analyst,Bangalore,2021-01-09,0,1283597,Not Rated,True
1047,Vikram,Sharma,Vikram Sharma,vikram.sharma@outlook.com,+91-7687817209,Male,46,Marketing,Sql Developer,Delhi,2000-01-01,30,706881,Not Rated,False
1014,Suresh,Verma,Suresh Verma,suresh.verma@outlook.com,+91-9942465147,Female,48,Finance,data analyst,Chennai,2019-07-17,23,1496256,Excellent,True
1396,Aakash,Kumar,Aakash Kumar,aakash.kumar@gmail.com,+91-6387622194,Male,52,Operations,Not specified,chennai,2022-05-17,6,1268213,Excellent,True
1546,Ananya,Iyer,Ananya Iyer,ananya.iyer@company.in,+91-9249864004,Female,37,IT,Not specified,Bangalore,2023-05-28,2,1100844,Good,False
1623,Meera,Joshi,Meera Joshi,meera.joshi@company.in,+91-6903603094,Male,27,Marketing,SENIOR ANALYST,Bangalore,2000-01-01,30,1177995,Not Rated,True
1538,Suresh,Singh,Suresh Singh,suresh.singh@outlook.com,+91-6688170710,Male,24,Finance,data analyst,Not specified,2000-01-01,27,718796,Excellent,False
1719,Rahul,Joshi,Rahul Joshi,rahul.joshi@gmail.com,+91-8711639209,Male,55,Finance,Senior Analyst,Pune,2020-02-27,22,590242,Excellent,True
1388,Neha,Gupta,Neha Gupta,neha.gupta@company.in,+91-9488577553,Male,31,Operations,SQL Developer,Not specified,2022-10-22,14,409428,Good,False
1047,Ravi,Joshi,Ravi Joshi,ravi.joshi@company.in,+91-7744997179,Female,50,Human Resources,HR Executive,chennai,2000-01-01,13,1078488,Average,False
1257,Unknown,Unknown,Unknown,employee268@yahoo.com,+91-7176977900,Female,32,Human Resources,Manager,MUMBAI,2022-01-11,1,515146,Poor,True
1140,Neha,Gupta,Neha Gupta,neha.gupta@yahoo.com,+91-9535607532,Male,34,Human Resources,Sql Developer,Bombay,2022-09-11,26,1381940,Good,True
1207,Pooja,Pillai,Pooja Pillai,pooja.pillai@yahoo.com,+91-8111800452,Male,49,Marketing,Not specified,Bengaluru,2019-10-18,10,897820,Average,False
1505,Aakash,Pillai,Aakash Pillai,aakash.pillai@company.in,+91-7773655347,Unknown,40,Finance,Finance Analyst,Not specified,2020-10-08,30,51012,Poor,True
1240,Rahul,Mehta,Rahul Mehta,rahul.mehta@yahoo.com,+91-7429031013,Female,31,Operations,Not specified,Chennai,2022-06-08,19,1376578,Good,True
1425,Meera,Kumar,Meera Kumar,meera.kumar@outlook.com,+91-9765660784,Unknown,38,IT,Not specified,Hyderabad,2021-10-27,20,1217446,Good,True
1581,Suresh,Joshi,Suresh Joshi,suresh.joshi@gmail.com,+91-6431195673,Male,26,Finance,Sql Developer,bangalore,2020-03-27,25,59102,Average,True
1353,Pooja,Verma,Pooja Verma,invalid-email,+91-8999958155,Male,57,Human Resources,Data Engineer,Bombay,2021-10-29,14,1033133,Good,True
1158,Rahul,Sharma,Rahul Sharma,rahul.sharma@yahoo.com,+91-6285045092,Female,42,Marketing,SQL Developer,Pune,2020-01-26,14,1170101,Average,False
1085,VIKRAM,MISHRA,VIKRAM MISHRA,vikram.mishra@yahoo.com,+91-8586068261,Male,55,Finance,SQL Developer,MUMBAI,2021-11-25,1,9999999,Excellent,False
1458,pooja,reddy,pooja reddy,pooja.reddy@company.in,+91-8352472676,Female,22,Finance,BI Developer,Mumbai,2022-12-14,7,471139,High Performer,True
1678,Priya,Kumar,Priya Kumar,Not specified,+91-7946744390,Male,55,Marketing,Senior Analyst,Bengaluru,2021-09-20,12,359113,Not Rated,True
1073,Pooja,Reddy,Pooja Reddy,pooja.reddy@outlook.com,+91-9272659618,Male,29,Finance,SENIOR ANALYST,Not specified,2022-03-28,1,507792,Not Rated,False
1642,Pooja,Singh,Pooja Singh,pooja.singh@company.in,Unknown,Unknown,31,Finance,HR Executive,Bombay,2020-02-20,16,1663066,Average,False
1484,Meera,Sharma,Meera Sharma,meera.sharma@yahoo.com,+91-7904409842,Unknown,28,Human Resources,Data Engineer,Bombay,2000-01-01,30,606287,Excellent,True
1771,Priya,Gupta,Priya Gupta,priya.gupta@company.in,+91-6584511650,Unknown,58,Sales,HR Executive,Hyderabad,2021-03-11,14,901629,Excellent,False
1616,Sneha,Mishra,Sneha Mishra,Not specified,Unknown,Female,40,Marketing,BI Developer,bangalore,2018-04-03,12,1290809,Average,True
1338,Ananya,Rao,Ananya Rao,ananya.rao@gmail.com,+91-7347424894,Unknown,44,Human Resources,Data Analyst,Chennai,2018-12-10,24,591069,High Performer,True
1405,Arjun,Gupta,Arjun Gupta,arjun.gupta@hotmail.com,+91-6476003514,Female,38,Human Resources,Data Analyst,Not specified,2023-01-17,14,1283795,Excellent,False
1102,Arjun,Rao,Arjun Rao,arjun.rao@company.in,+91-8217774604,Female,53,Sales,Data Engineer,hyderabad,2022-05-14,9,311012,Good,True
1520,Vikram,Joshi,Vikram Joshi,vikram.joshi@company.in,+91-9296848489,Male,52,Operations,Data Analyst,Delhi,2022-10-12,1,339854,Good,False
1120,Ravi,Sharma,Ravi Sharma,ravi.sharma@yahoo.com,+91-9277758858,Male,40,Marketing,SQL Developer,Bangalore,2019-07-04,28,613565,Good,True
1270,Vikram,Singh,Vikram Singh,vikram.singh@gmail.com,XXXXXXXXXX,Male,31,Sales,BI Developer,Bangalore,2019-01-09,26,1576914,Excellent,True
1576,Ravi,Patel,Ravi Patel,ravi.patel@outlook.com,+91-6573420239,Female,47,Human Resources,HR Executive,MUMBAI,2020-08-01,2,533175,Good,True
1486,Suresh,Gupta,Suresh Gupta,suresh.gupta@hotmail.com,+91-8952647739,Male,40,Sales,SENIOR ANALYST,chennai,2019-02-06,3,798367,Excellent,False
1148,Arjun,Reddy,Arjun Reddy,arjun.reddy@gmail,+91-7406947246,Unknown,43,Operations,BI Developer,Chennai,2019-12-24,18,400137,Excellent,True
1743,SURESH,IYER,SURESH IYER,suresh.iyer@.com,+91-6853254184,Female,25,Marketing,HR Executive,chennai,2019-01-16,22,1639978,Good,False
1017,Sneha,Reddy,Sneha Reddy,sneha.reddy@company.in,916781208412,Male,39,Human Resources,SQL Developer,Pune,2021-07-22,12,1258636,Good,False
1587,Swati,Singh,Swati Singh,swati.singh@company.in,+91-9964737348,Male,23,Operations,HR Executive,Hyderabad,2021-10-31,14,50,Good,True
1351,Rahul,Reddy,Rahul Reddy,rahul.reddy@company.in,+91-8628533537,Male,41,Operations,data analyst,hyderabad,2022-06-05,14,334467,Good,False
1765,Aakash,Singh,Aakash Singh,aakash.singh@yahoo.com,+91-9894868679,Female,53,IT,SENIOR ANALYST,Bombay,2022-08-28,28,1505961,Excellent,False
1488,Rahul,Mishra,Rahul Mishra,rahul.mishra@hotmail.com,916851546865,Female,28,Finance,Data Engineer,Delhi,2022-11-10,6,601102,Excellent,False
1172,Meera,Joshi,Meera Joshi,meera.joshi@hotmail.com,+91-7842125920,Male,36,Marketing,BI Developer,Delhi,2021-01-23,2,303280,Not Rated,True
1250,Aakash,Nair,Aakash Nair,aakash.nair@gmail,+91-6641029050,Male,50,Operations,Data Analyst,Not specified,2019-11-28,22,804499,Not Rated,True
1039,Meera,Pillai,Meera Pillai,meera.pillai@outlook.com,Unknown,Male,42,Operations,Senior Analyst,bangalore,2018-12-03,22,692825,High Performer,True
1283,Ananya,Iyer,Ananya Iyer,ananya.iyer@company.in,+91-9951322852,Unknown,48,Human Resources,SQL Developer,MUMBAI,2018-06-13,22,479545,Excellent,True
1089,Arjun,Mehta,Arjun Mehta,arjun.mehta@company.in,+91-9553043688,Unknown,27,Marketing,Data Analyst,Bombay,2019-01-18,2,1056240,Good,True
1069,Priya,Rao,Priya Rao,priya.rao@hotmail.com,+91-6509006662,Male,35,Finance,Data Engineer,Mumbai,2000-01-01,14,-5000,High Performer,True
1081,Sneha,Kumar,Sneha Kumar,sneha.kumar@gmail.com,+91-6872502717,Unknown,48,Human Resources,Not specified,Hyderabad,2018-12-31,2,1285944,Excellent,True
1212,Meera,Gupta,Meera Gupta,meera.gupta@company.in,+91-9701990020,Male,55,Finance,Finance Analyst,Bombay,2020-03-07,12,1027322,High Performer,True
1338,Arjun,Mishra,Arjun Mishra,arjun.mishra@hotmail.com,+91-7143332519,Female,25,Sales,Senior Analyst,Bangalore,2023-06-07,16,1082871,Average,False
1448,Swati,Nair,Swati Nair,swati.nair@hotmail.com,+91-8122436090,Female,32,Sales,BI Developer,Bengaluru,2020-04-06,5,334062,Not Rated,False
1698,Ananya,Pillai,Ananya Pillai,ananya.pillai@company.in,+91-7852456283,Unknown,40,Human Resources,Finance Analyst,chennai,2022-11-14,12,441682,High Performer,True
1051,Sneha,Sharma,Sneha Sharma,sneha.sharma@company.in,+91-8577335953,Male,55,Marketing,SQL Developer,Hyderabad,2019-12-05,14,1678047,Poor,True
1031,Vikram,Iyer,Vikram Iyer,vikram.iyer@yahoo.com,+91-9539434845,Unknown,23,Sales,Sql Developer,Bengaluru,2018-07-29,10,1520339,Average,True
1459,Neha,Kumar,Neha Kumar,neha.kumar@gmail.com,+91-8908503113,Male,34,Finance,Finance Analyst,Pune,2022-10-29,21,997342,Not Rated,False
1600,Aakash,Reddy,Aakash Reddy,aakash.reddy@yahoo.com,+91-6774682704,Male,37,Finance,Senior Analyst,Chennai,2021-02-20,5,1038824,Excellent,True
1510,Neha,Verma,Neha Verma,neha.verma@outlook.com,+91-6626819783,Unknown,40,Human Resources,Senior Analyst,Mumbai,2020-01-27,5,1648040,Excellent,False
1383,Arjun,Joshi,Arjun Joshi,arjun.joshi@hotmail.com,Unknown,Female,40,Human Resources,Sql Developer,Mumbai,2000-01-01,1,1735883,Good,False
1078,Sneha,Gupta,Sneha Gupta,sneha.gupta@outlook.com,+91-7936930132,Male,39,Human Resources,Finance Analyst,Chennai,2020-11-28,9,1758336,Average,False
1227,Rahul,Sharma,Rahul Sharma,rahul.sharma@gmail.com,+91-7587581996,Female,51,IT,Manager,Bombay,2023-05-13,30,682264,Excellent,True
1463,Neha,Iyer,Neha Iyer,neha.iyer@company.in,+91-8779855613,Unknown,29,Human Resources,SENIOR ANALYST,Hyderabad,2023-04-29,20,432331,Not Rated,True
1456,Neha,Joshi,Neha Joshi,neha.joshi@yahoo.com,+91-6044325089,Male,37,Finance,Not specified,Bombay,2018-02-02,28,1259823,Not Rated,False
1624,Neha,Gupta,Neha Gupta,neha.gupta@outlook.com,+91-9742821232,Male,50,Human Resources,Manager,Mumbai,2000-01-01,6,1027322,High Performer,True
1116,Swati,Pillai,Swati Pillai,swati.pillai@gmail.com,+91-8976513517,Female,52,Sales,Finance Analyst,Chennai,2022-05-03,14,718318,Poor,False
1787,Suresh,Singh,Suresh Singh,suresh.singh@outlook.com,+91-6911467912,Female,44,Operations,Data Engineer,Chennai,2022-08-17,0,961852,Excellent,False
1377,Meera,Gupta,Meera Gupta,meera.gupta@yahoo.com,+91-9042783169,Male,38,Operations,SENIOR ANALYST,Chennai,2019-04-05,27,1380837,Not Rated,True
1311,Meera,Singh,Meera Singh,meera.singh@hotmail.com,+91-8564937036,Male,27,IT,data analyst,Mumbai,2019-02-02,25,1438817,Average,False
1214,suresh,joshi,suresh joshi,suresh.joshi@gmail.com,+91-6409221994,Female,46,Sales,data analyst,Pune,2021-10-07,14,376799,Average,False
1457,Swati,Joshi,Swati Joshi,swati.joshi@gmail.com,+91-6223821957,Female,40,Marketing,Not specified,bangalore,2022-03-12,7,700772,High Performer,True
1272,Arjun,Joshi,Arjun Joshi,arjun.joshi@hotmail.com,+91-7008636315,Unknown,35,Finance,Manager,Hyderabad,2023-03-13,21,400252,Average,False
1722,Meera,Rao,Meera Rao,meera.rao@yahoo.com,+91-7521714121,Female,36,Human Resources,Sql Developer,Bengaluru,2000-01-01,13,996096,Excellent,False
1502,Kiran,Singh,Kiran Singh,Not specified,+91-8881027733,Unknown,39,Human Resources,Sql Developer,bangalore,2000-01-01,19,1071792,Not Rated,True
1156,Arjun,Mehta,Arjun Mehta,arjun.mehta@gmail.com,+91-8569387163,Unknown,54,Human Resources,Manager,Chennai,2018-12-04,7,1138906,Excellent,True
1446,Sneha,Reddy,Sneha Reddy,sneha.reddy@outlook.com,+91-9478291959,Female,40,Finance,data analyst,chennai,2019-02-12,8,1110852,Poor,False
1077,Pooja,Joshi,Pooja Joshi,pooja.joshi@hotmail.com,Unknown,Male,22,Human Resources,SQL Developer,Mumbai,2021-04-06,17,691784,Good,True
1153,Ravi,Patel,Ravi Patel,ravi.patel@company.in,+91-7636114859,Female,30,IT,Sql Developer,Hyderabad,2019-07-06,6,1343382,High Performer,False
1362,Ravi,Kumar,Ravi Kumar,ravi.kumar@company.in,+91-7695209898,Male,22,Finance,Sql Developer,Bangalore,2018-06-26,14,1389000,Poor,True
1323,Divya,Mehta,Divya Mehta,divya.mehta@gmail.com,+91-6567958961,Unknown,41,Finance,Not specified,Bombay,2019-03-07,20,473248,Poor,False
1296,Rahul,Mishra,Rahul Mishra,rahul.mishra@gmail.com,+91-8403293589,Male,39,Marketing,SENIOR ANALYST,Bombay,2019-09-22,4,465521,Not Rated,True
