Employee_ID,Full_Name,Email,Phone,Gender,Age,Department,Job_Title,Location,Joining_Date,Years_Experience,Annual_Salary_INR,Performance_Rating,Is_Active
1221,Rahul Mishra,rahul.mishra@gmail.com,+91-6801178627,MALE,53.0,Information Technology,Manager,Pune,29-Jul-2018,27,1241422,excellent,1
1069,Swati Joshi,swati.joshi@outlook.com,+91-6914625337,male,33.0,Finance,BI Developer,chennai,2019-06-19,9,1483825,N/A,
1542,Aakash Iyer,aakash.iyergmail.com,+91-9538657911,m,57.0,it,Finance Analyst,Chennai,2018/12/18,20,1609717,excellent,no
1539,Neha Gupta,neha.gupta@outlook.com,+91-8007018111,m,44.0,it,SQL Developer,Bengaluru,,12,1615370,excellent,0
1264,Divya Mehta,divya.mehta@company.in,+91-8739872850,,33.0,HR,HR Executive,hyderabad,,22,1222249,,FALSE
1634,Sneha Kumar,,+91-8638923659,FEMALE,40.0,it,Data Analyst,Bengaluru,2019-04-24,5 yrs,50,Good,yes
1161,Rahul Kumar,rahul.kumar@outlook.com,+91-9894830212,Unknown,22.0,Finance,BI Developer,chennai,10-Nov-2022,19,876032,Good,1
1691,Suresh Patel,suresh.patel@hotmail.com,+91-8431451603,M,58.0,OPERATIONS,SQL Developer,chennai,27-Nov-2022,5,1038076,EXCELLENT,no
1701,Rahul Rao,,+91-6257189761,Unknown,58.0,HR,Sql Developer,chennai,01/12/2022,30,950972,average,no
1675,Ravi Nair,ravi.nair@outlook.com,+91-7564547781,female,,Marketing,Senior Analyst,Delhi,10-03-2022,29,378868,4,0
1093,Suresh Joshi,suresh.joshi@yahoo.com,+91-7032398249,Female,36.0,Information Technology,Data Engineer,Bangalore,2021/01/18,1,9999999,2,No
1596,,employee202@gmail.com,+91-8943369572,,28.0,it,Manager,hyderabad,2020-04-16,16,-5000,good,yes
1049,Ravi Iyer,ravi.iyer@company.in,+91-9625476370,male,31.0,MARKETING,Data Analyst,bangalore,25-Nov-2019,15,1363398,2,No
1740,Arjun Mehta,,+91-7368604973,FEMALE,26.0,IT,Manager,chennai,,5,1517038,good,
1776,Meera Mehta,meera.mehta@hotmail.com,+91-9913307055,Female,42.0,sales,Finance Analyst,Chennai,2023-05-20,,386030,good,
1295,MEERA RAO,meera.rao@gmail.com,,Other,27.0,Operations,HR Executive,Chennai,2020-10-06,11,1498850,N/A,1
1398,Rahul Iyer,rahul.iyer@gmail.com,+91-7146476046,Male,43.0,MARKETING,Sql Developer,Delhi,04/04/2020,7,974290,excellent,FALSE
1323,,employee208@hotmail.com,+91-8774732090,male,38.0,sales,HR Executive,Hyderabad,,16,1351443,good,Yes
1405,Ravi Reddy,ravi.reddy@gmail.com,+91-8950019339,MALE,26.0,Human Resources,Senior Analyst,Delhi,2021-12-04,1,429758,4,TRUE
1132,Kiran Mishra,kiran.mishra@outlook.com,+91-7743180954,FEMALE,28.0,Sales,SENIOR ANALYST,Delhi,,28,1020241,Poor,yes
1104,Suresh Reddy,suresh.reddy@outlook.com,+91-6644082961,MALE,25.0,finance,Data Engineer,bangalore,2019-04-29,26,476851,good,0
1773,meera pillai,meera.pillai@company.in,+91-7054786446,FEMALE,48.0,Finance,Manager,,11-27-2020,30,661882,Excellent,no
1010,Aakash Sharma,aakash.sharma@yahoo.com,+91-7333761598,male,48.0,Sales,data analyst,Chennai,2022-10-28,8,,,yes
1712,Sneha Gupta,sneha.gupta@hotmail.com,+91-8404430111,Other,46.0,sales,data analyst,MUMBAI,2020-01-18,10,1221534,EXCELLENT,1
1545,Rahul Reddy,rahul.reddy@yahoo.com,+91-7812558340,Male,46.0,Fin,Finance Analyst,Delhi,02-10-2020,21,1578854,average,1
1090,Aakash Rao,aakash.rao@gmail,+91-6158929824,f,52.0,Human Resources,Data Analyst,bangalore,06-22-2018,23,1081927,3,Yes
1023,Ravi Patel,ravi.patel@hotmail.com,+91-7171288962,Unknown,58.0,Sales,Finance Analyst,Chennai,05-Jan-2019,30,1112471,4,0
1372,Aakash Iyer,aakash.iyer@hotmail.com,919391606121,F,36.0,it,Senior Analyst,hyderabad,2021/07/12,27,1009607,Avg,1
1584,  Neha Nair  ,neha.nair@hotmail.com,+91-8086675353,FEMALE,26.0,Information Technology,Manager,MUMBAI,11-03-2019,7,409818,5,no
1364,aakash patel,aakash.patel@gmail.com,+91-6237628826,f,24.0,hr,Manager,Hyderabad,2018-06-26,18,1657497,Excellent,yes
1321,Swati Mehta,swati.mehta@outlook.com,+91-6360474643,f,42.0,it,BI Developer,Bombay,2021/10/22,9,991411,Excellent,yes
1242,Aakash Sharma,aakash.sharma@gmail.com,+91-7279810812,male,28.0,MARKETING,Data Engineer,Bangalore,2018/01/31,10,118916 INR,5,No
1689,Neha Singh,neha.singh@outlook.com,+91-9867939656,FEMALE,150.0,Fin,data analyst,Bangalore,,4,828473,Excellent,Yes
1402,Aakash Iyer,aakash.iyer@gmail.com,+91-9851611772,Male,32.0,hr,SQL Developer,chennai,04/04/2023,4,1676914,,No
1074,Ravi Mishra,ravi.mishra@outlook.com,+91-8823642917,FEMALE,57.0,Operations,Data Analyst,Mumbai,"November 07, 2021",21,1563955,Good,Yes
1127,Ananya Sharma,N/A,+91-7704651250,,27.0,OPERATIONS,Senior Analyst,Chennai,04-09-2020,27,999110,excellent,yes
1178,Arjun Iyer,arjun.iyer@hotmail.com,+91-9110563270,f,52.0,Sales,SQL Developer,hyderabad,09/02/2022,22,116980 INR,2,no
1338,Arjun Mehta,arjun.mehtagmail.com,+91-7013789043,F,49.0,sales,,Hyderabad,12-06-2020,16,1033627,Good,yes
1278,Rahul Gupta,rahul.gupta@outlook.com,867-9812402,F,32.0,hr,,Chennai,05-29-2018,13,1675846,Not Rated,Yes
1211,Sneha Joshi,sneha.joshi@company.in,+91-6387615589,Female,49.0,sales,data analyst,bangalore,2019-11-02,24,1121995,3,Yes
1548,Aakash Pillai,invalid-email,+91-6525174990,F,28.0,Human Resources,Data Engineer,hyderabad,,29,1786532,N/A,No
1613,Rahul Singh,rahul.singh@yahoo.com,+91-7346087107,Female,34.0,Finance,Data Analyst,MUMBAI,2022-03-27,5,949240,good,1
1303,Neha Rao,,+91-8509661989,male,57.0,Operations,Data Analyst,Bombay,"February 15, 2021",17,1649503,good,TRUE
1612,Priya Pillai,priya.pillai@outlook.com,+91-9461063355,male,56.0,MARKETING,data analyst,Bangalore,2019-04-27,23,568002,Poor,FALSE
1273,Sneha Verma,sneha.verma@company.in,+91-7013346322,f,40.0,MARKETING,BI Developer,Bangalore,"June 30, 2021",10,1737418,Excellent,TRUE
1516,Suresh Singh,suresh.singh@outlook.com,+91-6936338890,M,28.0,finance,Sql Developer,Bengaluru,2022-05-24,4,495985,4,TRUE
1090,Kiran Reddy,kiran.reddy@outlook.com,+91-6752281823,,,IT,data analyst,MUMBAI,05-06-2023,24,1187947,GOOD,No
1412,Vikram Patel,vikram.patel@yahoo.com,+91-7179171816,MALE,53.0,Fin,Manager,bangalore,2018-09-17,13,338232,Average,Yes
1160,Vikram Joshi,vikram.joshi@outlook.com,+91-7092235611,male,45.0,sales,Data Analyst,Bombay,2022/10/09,9,678038,2,Yes
1643,Arjun Joshi,arjun.joshi@hotmail.com,+91-6240197763,Female,,Information Technology,Finance Analyst,Mumbai,2022-06-24,29,1016664,Average,1
1424,Rahul Mishra,,+91-7609345646,Other,52.0,Human Resources,HR Executive,Chennai,03-May-2023,20,1319784,Poor,
1630,Ravi Singh,ravi.singh@outlook.com,+91-6485165310,,23.0,Operations,Manager,Bombay,2021-09-18,8,588495,,0
1791,Divya Mishra,divya.mishra@hotmail.com,+91-7820126903,female,40.0,sales,SENIOR ANALYST,Chennai,"June 20, 2023",6,920320,High Performer,
1297,Swati Sharma,swati.sharma@outlook.com,+91-7058050956,,52.0,HR,Finance Analyst,Chennai,"November 05, 2020",5,512107,2,1
1506,  Kiran Singh  ,kiran.singh@company.in,+91-9777138293,F,41.0,Information Technology,Manager,Delhi,08-20-2021,,1431981,Not Rated,
1728,Rahul Gupta,rahul.gupta@gmail.com,+91-6622390281,M,52.0,Human Resources,SENIOR ANALYST,Bangalore,2019/09/03,19,1404216,High Performer,FALSE
1235,Suresh Iyer,suresh.iyer@yahoo.com,+91-9073784537,Unknown,38.0,it,Manager,Hyderabad,29/09/2022,18,,excellent,TRUE
1590,Meera Joshi,meera.joshi@gmail.com,+91-7323586087,Other,56.0,Human Resources,Data Engineer,Pune,18/08/2021,19,1596105,Excellent,No
1512,Priya Kumar,priya.kumar@yahoo.com,,Other,45.0,Finance,Manager,Hyderabad,2019/08/04,21,1090038,average,Yes
1751,Kiran Reddy,kiran.reddy@hotmail.com,+91-9614098856,Female,45.0,finance,Data Analyst,chennai,,,679261,,1
1121,Ananya Mishra,ananya.mishra@company.in,+91-9431426844,F,24.0,IT,data analyst,hyderabad,2023-05-26,N/A,1610175,,No
1601,Neha Joshi,neha.joshi@gmail.com,+91-8966458557,f,51.0,Information Technology,SENIOR ANALYST,Bangalore,,27,647160,Avg,Y
1194,Meera Mishra,meera.mishra@hotmail.com,+91-8884494006,Other,39.0,Finance,Senior Analyst,Pune,2018/07/07,22,391629,excellent,no
1196,  Kiran Pillai  ,kiran.pillai@hotmail.com,+91-8373948273,FEMALE,31.0,sales,Finance Analyst,Bengaluru,03-07-2023,5,1718435,5,N
1348,Divya Reddy,divya.reddy@hotmail.com,+91-8744265294,Male,28.0,Marketing,Finance Analyst,chennai,2019-04-27,15,1231552,Not Rated,TRUE
1480,Kiran Nair,kiran.nair@outlook.com,+91-7558450763,f,44.0,Operations,HR Executive,bangalore,2020-07-05,5,1241470,4,No
1011,,employee257@hotmail.com,+91-8943119201,f,48.0,Human Resources,data analyst,Chennai,05-Sep-2020,1,801572,Poor,Y
1527,MEERA MISHRA,meera.mishra@yahoo.com,917015252510,MALE,36.0,hr,Data Analyst,Bangalore,01-09-2021,0,1283597,,Yes
1047,Vikram Sharma,vikram.sharma@outlook.com,+91-7687817209,male,46.0,Marketing,Sql Developer,Delhi,,30,706881,,no
1014,Suresh Verma,suresh.verma@outlook.com,+91-9942465147,F,48.0,Fin,data analyst,Chennai,2019-07-17,23,1496256,EXCELLENT,1
1396,Aakash Kumar,aakash.kumar@gmail.com,+91-6387622194,M,52.0,Operations,,chennai,17/05/2022,6,1268213,excellent,Y
1546,Ananya Iyer,ananya.iyer@company.in,+91-9249864004,female,37.0,it,,Bangalore,28/05/2023,2,1100844,GOOD,N
1623,Meera Joshi,meera.joshi@company.in,+91-6903603094,m,27.0,MARKETING,SENIOR ANALYST,Bangalore,,30,1177995,N/A,
1538,Suresh Singh,suresh.singh@outlook.com,+91-6688170710,M,24.0,Finance,data analyst,,,27,718796,excellent,no
1719,  Rahul Joshi  ,rahul.joshi@gmail.com,+91-8711639209,m,55.0,Fin,Senior Analyst,Pune,02-27-2020,22,590242,excellent,
1388,Neha Gupta,neha.gupta@company.in,+91-9488577553,Male,31.0,Operations,SQL Developer,,2022-10-22,14,409428,GOOD,No
1047,Ravi Joshi,ravi.joshi@company.in,+91-7744997179,FEMALE,50.0,HR,HR Executive,chennai,,13,1078488,Average,0
1257,,employee268@yahoo.com,+91-7176977900,F,32.0,HR,Manager,MUMBAI,01-11-2022,1,515146,Poor,1
1140,Neha Gupta,neha.gupta@yahoo.com,+91-9535607532,male,34.0,HR,Sql Developer,Bombay,09-11-2022,26,1381940,3,Yes
1207,Pooja Pillai,pooja.pillai@yahoo.com,+91-8111800452,Male,49.0,Marketing,,Bengaluru,18-Oct-2019,10,897820,average,FALSE
1505,Aakash Pillai,aakash.pillai@company.in,+91-7773655347,,200.0,Finance,Finance Analyst,,2020-10-08,30,51012 INR,Poor,Y
1240,Rahul Mehta,rahul.mehta@yahoo.com,+91-7429031013,female,31.0,Operations,,Chennai,2022/06/08,19,1376578,GOOD,TRUE
1425,Meera Kumar,meera.kumar@outlook.com,+91-9765660784,Unknown,38.0,IT,,Hyderabad,2021-10-27,20,1217446,GOOD,1
1581,Suresh Joshi,suresh.joshi@gmail.com,+91-6431195673,M,26.0,Fin,Sql Developer,bangalore,03-27-2020,25,59102 INR,Avg,
1353,Pooja Verma,invalid-email,+91-8999958155,M,57.0,Human Resources,Data Engineer,Bombay,29-Oct-2021,,1033133,good,yes
1158,Rahul Sharma,rahul.sharma@yahoo.com,+91-6285045092,FEMALE,42.0,MARKETING,SQL Developer,Pune,2020-01-26,14,1170101,average,no
1085,VIKRAM MISHRA,vikram.mishra@yahoo.com,+91-8586068261,MALE,55.0,Finance,SQL Developer,MUMBAI,"November 25, 2021",1,9999999,5,N
1458,pooja reddy,pooja.reddy@company.in,+91-8352472676,F,22.0,Finance,BI Developer,Mumbai,2022-12-14,7,471139,High Performer,Y
1678,Priya Kumar,,+91-7946744390,Male,55.0,Marketing,Senior Analyst,Bengaluru,2021/09/20,12,359113,N/A,TRUE
1073,Pooja Reddy,pooja.reddy@outlook.com,+91-9272659618,M,29.0,finance,SENIOR ANALYST,,2022-03-28,1,507792,N/A,0
1642,Pooja Singh,pooja.singh@company.in,,Unknown,31.0,Finance,HR Executive,Bombay,2020/02/20,16,1663066,Avg,N
1484,Meera Sharma,meera.sharma@yahoo.com,+91-7904409842,Other,28.0,hr,Data Engineer,Bombay,,30,606287,excellent,
1771,Priya Gupta,priya.gupta@company.in,+91-6584511650,,58.0,Sales,HR Executive,Hyderabad,2021-03-11,,901629,5,No
1616,Sneha Mishra,,,FEMALE,40.0,MARKETING,BI Developer,bangalore,04/03/2018,12,1290809,2,Yes
1338,Ananya Rao,ananya.rao@gmail.com,+91-7347424894,,44.0,hr,Data Analyst,Chennai,"December 10, 2018",24,591069,4,Yes
1405,Arjun Gupta,arjun.gupta@hotmail.com,+91-6476003514,Female,38.0,HR,Data Analyst,,01-17-2023,14,1283795,excellent,no
1102,Arjun Rao,arjun.rao@company.in,+91-8217774604,F,53.0,sales,Data Engineer,hyderabad,2022/05/14,9,311012,Good,Yes
1520,Vikram Joshi,vikram.joshi@company.in,+91-9296848489,m,52.0,OPERATIONS,Data Analyst,Delhi,2022/10/12,1,339854,3,FALSE
1120,  Ravi Sharma  ,ravi.sharma@yahoo.com,+91-9277758858,Male,,Marketing,SQL Developer,Bangalore,"July 04, 2019",28,613565,Good,TRUE
1270,Vikram Singh,vikram.singh@gmail.com,XXXXXXXXXX,male,31.0,Sales,BI Developer,Bangalore,2019-01-09,26,1576914,EXCELLENT,yes
1576,Ravi Patel,ravi.patel@outlook.com,+91-6573420239,f,47.0,hr,HR Executive,MUMBAI,2020-08-01,2,533175,good,Yes
1486,Suresh Gupta,suresh.gupta@hotmail.com,+91-8952647739,Male,,Sales,SENIOR ANALYST,chennai,02-06-2019,3,798367,Excellent,N
1148,Arjun Reddy,arjun.reddy@gmail,+91-7406947246,Unknown,43.0,Operations,BI Developer,Chennai,"December 24, 2019",18,400137,excellent,Y
1743,SURESH IYER,suresh.iyer@.com,+91-6853254184,f,25.0,Marketing,HR Executive,chennai,16-Jan-2019,22,1639978,Good,N
1017,  Sneha Reddy  ,sneha.reddy@company.in,916781208412,Male,39.0,hr,SQL Developer,Pune,07-22-2021,12,1258636,GOOD,0
1587,Swati Singh,swati.singh@company.in,+91-9964737348,M,23.0,OPERATIONS,HR Executive,Hyderabad,"October 31, 2021",14,50,good,TRUE
1351,Rahul Reddy,rahul.reddy@company.in,+91-8628533537,MALE,41.0,OPERATIONS,data analyst,hyderabad,2022-06-05,,334467,3,FALSE
1765,Aakash Singh,aakash.singh@yahoo.com,+91-9894868679,female,53.0,Information Technology,SENIOR ANALYST,Bombay,28-Aug-2022,28,1505961,5,No
1488,Rahul Mishra,rahul.mishra@hotmail.com,916851546865,FEMALE,28.0,finance,Data Engineer,Delhi,10-Nov-2022,6,601102,Excellent,N
1172,Meera Joshi,meera.joshi@hotmail.com,+91-7842125920,MALE,36.0,MARKETING,BI Developer,Delhi,23/01/2021,2,303280,,Yes
1250,Aakash Nair,aakash.nair@gmail,+91-6641029050,MALE,50.0,OPERATIONS,Data Analyst,,2019-11-28,22,804499,,Yes
1039,Meera Pillai,meera.pillai@outlook.com,NA,Male,42.0,OPERATIONS,Senior Analyst,bangalore,"December 03, 2018",22,692825,4,TRUE
1283,Ananya Iyer,ananya.iyer@company.in,+91-9951322852,Unknown,48.0,HR,SQL Developer,MUMBAI,2018/06/13,22,479545,EXCELLENT,TRUE
1089,Arjun Mehta,arjun.mehta@company.in,+91-9553043688,,27.0,MARKETING,Data Analyst,Bombay,2019/01/18,2,1056240,3,
1069,Priya Rao,priya.rao@hotmail.com,+91-6509006662,M,35.0,finance,Data Engineer,Mumbai,,14,-5000,High Performer,TRUE
1081,Sneha Kumar,sneha.kumar@gmail.com,+91-6872502717,Unknown,48.0,HR,,Hyderabad,2018/12/31,2,1285944,EXCELLENT,TRUE
1212,Meera Gupta,meera.gupta@company.in,+91-9701990020,MALE,55.0,finance,Finance Analyst,Bombay,03-07-2020,12,,High Performer,Y
1338,Arjun Mishra,arjun.mishra@hotmail.com,+91-7143332519,F,25.0,Sales,Senior Analyst,Bangalore,06-07-2023,16,1082871,Avg,No
1448,  Swati Nair  ,swati.nair@hotmail.com,+91-8122436090,F,32.0,Sales,BI Developer,Bengaluru,06-Apr-2020,5,334062,Not Rated,No
1698,Ananya Pillai,ananya.pillai@company.in,+91-7852456283,Other,200.0,HR,Finance Analyst,chennai,14-Nov-2022,12,441682,High Performer,Yes
1051,Sneha Sharma,sneha.sharma@company.in,+91-8577335953,m,55.0,Marketing,SQL Developer,Hyderabad,2019/12/05,,1678047,Poor,
1031,  Vikram Iyer  ,vikram.iyer@yahoo.com,+91-9539434845,Other,23.0,sales,Sql Developer,Bengaluru,29-Jul-2018,10,1520339,Avg,TRUE
1459,Neha Kumar,neha.kumar@gmail.com,+91-8908503113,MALE,34.0,finance,Finance Analyst,Pune,29/10/2022,21,997342,N/A,N
1600,Aakash Reddy,aakash.reddy@yahoo.com,+91-6774682704,MALE,37.0,Fin,Senior Analyst,Chennai,2021-02-20,5,1038824,5,Y
1510,Neha Verma,neha.verma@outlook.com,+91-6626819783,Unknown,,Human Resources,Senior Analyst,Mumbai,2020/01/27,5,1648040,5,No
1383,  Arjun Joshi  ,arjun.joshi@hotmail.com,,F,-5.0,hr,Sql Developer,Mumbai,,1,1735883,good,No
1078,Sneha Gupta,sneha.gupta@outlook.com,+91-7936930132,male,39.0,Human Resources,Finance Analyst,Chennai,"November 28, 2020",9,1758336,Avg,no
1227,Rahul Sharma,rahul.sharma@gmail.com,+91-7587581996,F,51.0,it,Manager,Bombay,2023-05-13,30,682264,5,Y
1463,Neha Iyer,neha.iyer@company.in,+91-8779855613,Unknown,29.0,Human Resources,SENIOR ANALYST,Hyderabad,2023/04/29,20,432331,,Yes
1456,Neha Joshi,neha.joshi@yahoo.com,+91-6044325089,M,37.0,Finance,,Bombay,2018/02/02,28,1259823,Not Rated,FALSE
1624,Neha Gupta,neha.gupta@outlook.com,+91-9742821232,m,50.0,hr,Manager,Mumbai,,6,,High Performer,1
1116,Swati Pillai,swati.pillai@gmail.com,+91-8976513517,female,52.0,sales,Finance Analyst,Chennai,"May 03, 2022",,718318,Poor,N
1787,Suresh Singh,suresh.singh@outlook.com,+91-6911467912,FEMALE,44.0,OPERATIONS,Data Engineer,Chennai,"August 17, 2022",0,961852,5,No
1377,Meera Gupta,meera.gupta@yahoo.com,+91-9042783169,M,38.0,OPERATIONS,SENIOR ANALYST,Chennai,2019-04-05,27,1380837,N/A,TRUE
1311,Meera Singh,meera.singh@hotmail.com,+91-8564937036,M,27.0,Information Technology,data analyst,Mumbai,"February 02, 2019",25,1438817,Avg,0
1214,suresh joshi,suresh.joshi@gmail.com,+91-6409221994,Female,46.0,Sales,data analyst,Pune,10/07/2021,,376799,Average,0
1457,Swati Joshi,swati.joshi@gmail.com,+91-6223821957,FEMALE,,MARKETING,,bangalore,03/12/2022,7,700772,4,Y
1272,Arjun Joshi,arjun.joshi@hotmail.com,+91-7008636315,,35.0,finance,Manager,Hyderabad,13/03/2023,21,400252,2,0
1722,Meera Rao,meera.rao@yahoo.com,+91-7521714121,Female,36.0,HR,Sql Developer,Bengaluru,,13,996096,Excellent,FALSE
1502,Kiran Singh,,+91-8881027733,Other,39.0,hr,Sql Developer,bangalore,,19,1071792,Not Rated,Yes
1156,Arjun Mehta,arjun.mehta@gmail.com,+91-8569387163,,54.0,HR,Manager,Chennai,2018-12-04,7,1138906,excellent,1
1446,Sneha Reddy,sneha.reddy@outlook.com,+91-9478291959,F,,finance,data analyst,chennai,2019/02/12,8,1110852,Poor,0
1077,Pooja Joshi,pooja.joshi@hotmail.com,,m,22.0,Human Resources,SQL Developer,Mumbai,06-Apr-2021,17,691784,GOOD,Yes
1153,Ravi Patel,ravi.patel@company.in,+91-7636114859,Female,30.0,Information Technology,Sql Developer,Hyderabad,2019-07-06,6,1343382,High Performer,N
1362,Ravi Kumar,ravi.kumar@company.in,+91-7695209898,Male,22.0,Finance,Sql Developer,Bangalore,2018/06/26,,1389000,Poor,1
1323,Divya Mehta,divya.mehta@gmail.com,+91-6567958961,Other,41.0,finance,,Bombay,2019-03-07,20,473248,Poor,no
1296,Rahul Mishra,rahul.mishra@gmail.com,+91-8403293589,male,39.0,Marketing,SENIOR ANALYST,Bombay,22/09/2019,4,465521,Not Rated,TRUE
1038,  Aakash Patel  ,aakash.patel@company.in,,Other,46.0,it,data analyst,Chennai,"October 29, 2019",21,678444,average,TRUE
1512,Ananya Rao,ananya.rao@gmail.com,+91-8163575681,Other,51.0,Finance,Sql Developer,Delhi,18/07/2020,19,973629,excellent,1
1206,  Aakash Reddy  ,aakash.reddy@outlook.com,+91-7456752978,Female,51.0,Finance,Data Engineer,Bengaluru,2019/11/01,29,72981 INR,4,no
1034,Kiran Mehta,kiran.mehta@gmail.com,+91-6566590088,female,55.0,Operations,SENIOR ANALYST,,19/02/2019,two,942768,average,Y
1432,Divya Mishra,divya.mishra@gmail.com,918278152876,Female,47.0,sales,BI Developer,,03-20-2019,5,1193630,High Performer,1
1432,Aakash Singh,aakash.singh@yahoo.com,+91-6549203872,male,22.0,Fin,BI Developer,Pune,20-Jan-2020,9,1230943,2,yes
1535,Pooja Mishra,pooja.mishra@outlook.com,+91-9585456048,F,45.0,sales,Data Analyst,Bengaluru,2022-08-02,22,388825,Not Rated,TRUE
1523,Swati Gupta,swati.gupta@outlook.com,+91-7548731742,Female,40.0,MARKETING,HR Executive,hyderabad,01/09/2020,18,1039370,Average,1
1386,Divya Sharma,divya.sharma@hotmail.com,+91-7215155799,male,28.0,Information Technology,Finance Analyst,Mumbai,2019-05-03,5,1212136,N/A,0
1444,Swati Pillai,swati.pillai@gmail.com,+91-7130505773,f,43.0,Finance,Data Engineer,Bombay,2020/07/05,23,420288,good,0
1703,Aakash Iyer,aakash.iyer@outlook.com,+91-9270892127,Other,42.0,finance,Manager,Bangalore,2018-04-04,29,50,3,0
1246,Aakash Nair,aakash.nair@gmail.com,+91-8220380779,female,38.0,hr,data analyst,Mumbai,"May 20, 2023",,1724827,N/A,TRUE
1617,Aakash Mishra,aakash.mishra@hotmail.com,+91-9833996253,Other,41.0,sales,Data Engineer,bangalore,05-06-2023,10,365306,EXCELLENT,yes
1146,Ravi Gupta,ravi.gupta@hotmail.com,+91-9164829267,Female,55.0,Sales,Finance Analyst,hyderabad,28/11/2021,12,1574172,excellent,TRUE
1697,Priya Rao,priya.rao@gmail.com,+91-9279960906,Female,25.0,Operations,,Hyderabad,04/08/2019,24,1218915,GOOD,0
1503,Ananya Mishra,ananya.mishra@gmail.com,+91-8386604692,Male,47.0,OPERATIONS,HR Executive,Mumbai,2018/03/14,17,,Excellent,FALSE
1297,Neha Gupta,neha.gupta@hotmail.com,+91-8823595144,Unknown,30.0,finance,Data Analyst,Delhi,,N/A,9999999,EXCELLENT,Yes
1474,Ananya Kumar,ananya.kumar@yahoo.com,+91-7889740931,Male,53.0,HR,SENIOR ANALYST,Hyderabad,24/02/2020,22,1489598,4,1
1327,Ananya Gupta,ananya.gupta@outlook.com,,Unknown,38.0,Sales,Data Engineer,MUMBAI,,10,,N/A,no
1424,Priya Iyer,priya.iyer@company.in,,Other,47.0,Marketing,Data Engineer,Mumbai,2021-02-23,16,1243556,excellent,1
1634,Ananya Nair,ananya.nair@company.in,,F,24.0,it,Senior Analyst,Bengaluru,05-24-2021,6,1080168,N/A,TRUE
1150,Arjun Mishra,arjun.mishra@yahoo.com,+91-8006320271,f,58.0,Human Resources,SQL Developer,hyderabad,,3,461240,N/A,1
1408,Pooja Pillai,pooja.pillai@gmail.com,+91-9844748262,Female,43.0,sales,data analyst,Bangalore,"January 14, 2018",20,1410357,Good,1
1621,Rahul Reddy,rahul.reddy@yahoo.com,+91-6175199056,male,36.0,Fin,BI Developer,Bangalore,01-10-2020,2,959314,Not Rated,1
1024,Sneha Reddy,,+91-9045256972,f,52.0,finance,BI Developer,,2019/04/27,22,823473,4,
1141,Aakash Mishra,,+91-7966062974,,44.0,Operations,BI Developer,Mumbai,04-03-2020,25,354344,Not Rated,0
1065,Vikram Reddy,vikram.reddy@yahoo.com,+91-9632848054,FEMALE,32.0,OPERATIONS,Finance Analyst,Chennai,12-29-2022,9,1346571,GOOD,No
1789,Meera Gupta,meera.gupta@gmail.com,+91-6635885849,,57.0,hr,SQL Developer,Bangalore,2023/03/31,27,1477913,N/A,FALSE
1490,Priya Verma,priya.verma@outlook.com,09728775107,F,28.0,Finance,Senior Analyst,Mumbai,2021-02-15,16,64116 INR,good,1
1008,Ravi Verma,ravi.verma@hotmail.com,+91-9532918799,Other,38.0,HR,,hyderabad,2020-05-02,19,749986,4,
1638,  Priya Rao  ,priya.rao@outlook.com,+91-9826362839,,57.0,MARKETING,data analyst,Bangalore,2023/05/11,4,898898,good,
1092,Sneha Nair,sneha.nair@yahoo.com,+91-6912234539,Female,33.0,IT,data analyst,hyderabad,2022-11-05,15,1330121,Poor,
1185,ARJUN JOSHI,arjun.joshi@yahoo.com,+91-6017719851,f,43.0,OPERATIONS,Manager,Chennai,,20,584643,good,FALSE
1117,Arjun Sharma,arjun.sharma@company.in,+91-8451514991,Female,36.0,Fin,HR Executive,Bombay,,25,1248002,GOOD,0
1655,KIRAN PATEL,kiran.patel@company.in,+91-9953144588,Male,41.0,MARKETING,,Mumbai,"July 27, 2019",19,1796045,excellent,No
1100,  Pooja Singh  ,pooja.singh@hotmail.com,918139369476,Unknown,43.0,Human Resources,HR Executive,Pune,11-02-2022,9,484110,Not Rated,N
1561,Swati Verma,swati.verma@gmail.com,+91-8923324008,male,40.0,HR,HR Executive,Bombay,,0,970224,2,Yes
1145,,employee375@outlook.com,09990662154,female,29.0,Information Technology,SENIOR ANALYST,MUMBAI,2021/12/17,14,1788014,EXCELLENT,N
1729,Kiran Iyer,kiran.iyer@company.in,,Unknown,26.0,it,Manager,Bombay,2020/11/10,3,9999999,Avg,0
1462,Arjun Iyer,arjun.iyer@company.in,+91-8832699830,Female,34.0,finance,Data Engineer,MUMBAI,"February 26, 2022",6,630312,Good,TRUE
1302,Pooja Mehta,invalid-email,+91-8698771618,male,46.0,Finance,Senior Analyst,Bengaluru,2021/01/13,13,1768466,3,yes
1371,Kiran Mishra,kiran.mishra@gmail.com,+91-8552087856,Female,48.0,it,BI Developer,MUMBAI,2022-02-09,10,1058104,average,N
1440,Ananya Singh,ananya.singh@company.in,+91-7414877840,Unknown,150.0,IT,SQL Developer,chennai,2023/05/30,25,554515,3,FALSE
1679,Divya Sharma,divya.sharma@company.in,+91-8818240521,Female,34.0,finance,SENIOR ANALYST,chennai,2022/06/20,0,591245,N/A,No
1766,Ravi Joshi,ravi.joshi@company.in,+91-7946058269,Male,58.0,Marketing,Finance Analyst,Delhi,"June 02, 2022",22,1336039,2,0
